"teaching_number","title","date","year"
"1370","CHAOS AND ME","Aug. 03, 1989","1989"
"1371","MORE OF DAVID’S STORY","Aug. 06, 1989","1989"
"1372","HEALTH, YET AGAIN","Aug. 07, 1989","1989"
"1373","PSALMS","Aug. 08, 1989","1989"
"1374","POSTSCRIPT TO A PARABLE","Aug. 13, 1989","1989"
"1375","NEW THEOLOGIES","Aug. 17, 1989","1989"
"1376","COINCIDENCE","Aug. 21, 1989","1989"
"1377","THANKFULNESS","Aug. 24, 1989","1989"
"1378","IS THIS MEDITATION?","Aug. 26, 1989","1989"
"1379","THE PROCESS NEVER FAILS","Aug. 29, 1989","1989"
"1380","A THEOLOGY OF DEATH","Aug. 31, 1989","1989"
"1381","HEALTH EDUCATORS","Sep. 02, 1989","1989"
"1382","THE DRUG SCENE","Sep. 04, 1989","1989"
"1383","“SAY YES TO A WAR”","Sep. 06, 1989","1989"
"1384","TIME TO RUMINATE","Sep. 08, 1989","1989"
"1385","DRUGS… YET AGAIN","Sep. 11, 1989","1989"
"1386","THE RELATIVE NATURE OF SIN","Sep. 15, 1989","1989"
"1387","HOLISTIC RELIGION","Sep. 17, 1989","1989"
"1388","WHEN YOUR BODY REACTS…","Sep. 21, 1989","1989"
"1389","A TIME OF STIMULATION","Sep. 29, 1989","1989"
"1390","MYSTIC IN THE MIDST","Oct. 01, 1989","1989"
"1391","WOMEN","Oct. 04, 1989","1989"
"1392","TRUST ME","Oct. 07, 1989","1989"
"1393","A TIME IN YOUR LIFE","Oct. 11, 1989","1989"
"1394","SCRIPTURE’S CHALLENGE","Oct. 14, 1989","1989"
"1395","LITURGY AND INNOVATION","Oct. 17, 1989","1989"
"1396","HEALTH AND DISEASE","Oct. 21, 1989","1989"
"1397","LIFE WORK","Oct. 22, 1989","1989"
"1398","WHEN SPIRIT SOARS","Oct. 23, 1989","1989"
"1399","SOLVING PROBLEMS?","Oct. 25, 1989","1989"
"1400","SECURITY","Oct. 27, 1989","1989"
"1401","SAINTS, DEAD AND ALIVE","Oct. 29, 1989","1989"
"1402","UMBRAGE","Nov. 01, 1989","1989"
"1403","AMERICAN YOUTH","Nov. 03, 1989","1989"
"1404","DEEP ECOLOGY","Nov. 06, 1989","1989"
"1405","IS HEALTH THIS EASY?","Nov. 12, 1989","1989"
"1406","NEAR DEATH EXPERIENCE","Nov. 15, 1989","1989"
"1407","A DEEP THEOLOGY FOR NOW","Nov. 18, 1989","1989"
"1408","MORE ON A DEEP THEOLOGY","Nov. 19, 1989","1989"
"1409","EMPHASIZE THE THEOLOGY","Nov. 22, 1989","1989"
"1410","STORIES, NO KA OE","Nov. 29, 1989","1989"
"1411","A TIME TO WRITE","Dec. 02, 1989","1989"
"1412","THE CHURCH","Dec. 04, 1989","1989"
"1413","THE DAY BEFORE…","Dec. 06, 1989","1989"
"1414","HOLISTIC EDUCATION","Dec. 08, 1989","1989"
"1415","JEREMIAH?","Dec. 10, 1989","1989"
"1416","DISCOMFORT","Dec. 14, 1989","1989"
"1417","THE SPIRIT IS ACTIVE","Dec. 18, 1989","1989"
"1418","EMPHASIZE THE POSITIVE","Dec. 20, 1989","1989"
"1419","IN SEARCH OF TRUTH","Dec. 31, 1989","1989"
"1420","INTERCHANGE IN A TUB","Jan. 01, 1990","1990"
"1421","BURNED OUT?  UP?","Jan. 03, 1990","1990"
"1422","TWO LIVES, ONE SPIRIT","Jan. 09, 1990","1990"
"1423","… AND, IN THE END, SUFFERING…","Jan. 11, 1990","1990"
"1424","ETERNAL LIFE:  UPDATE","Jan. 13, 1990","1990"
"1425","SIN, YET AGAIN","Jan. 15, 1990","1990"
"1426","WELLSPRINGS","Jan. 17, 1990","1990"
"1427","ACCENT THE POSITIVE, YET AGAIN","Jan. 19, 1990","1990"
"1428","SPIRIT WITH YOU","Jan. 20, 1990","1990"
"1429","FUN IN LIVING","Jan. 22, 1990","1990"
"1430","A PARADIGM’S A COMIN’","Jan. 24, 1990","1990"
"1431","A FILM ABOUT WAR","Jan. 26, 1990","1990"
"1432","COMFORT","Jan. 28, 1990","1990"
"1433","THE CHURCH, YET AGAIN","Jan. 30, 1990","1990"
"1434","FEAR OF DYING","Feb. 03, 1990","1990"
"1435","WHEN IT’S OLD AGE","Feb. 05, 1990","1990"
"1436","LORD OF ALL… REALLY!","Feb. 08, 1990","1990"
"1437","SENIORITY AND SPIRIT","Feb. 10, 1990","1990"
"1438","EXPRESSING SPIRIT","Feb. 13, 1990","1990"
"1439","AN IMPROBABLE RELATIONSHIP","Feb. 15, 1990","1990"
"1440","RETIREMENT","Feb. 17, 1990","1990"
"1441","PRIVILEGED LIFE","Feb. 19, 1990","1990"
"1442","SPIRITUAL HEALTH:  AN UPDATE","Feb. 21, 1990","1990"
"1443","EDEN AS SYMBOL","Feb. 23, 1990","1990"
"1444","MATTHEW’S FUTURE","Feb. 27, 1990","1990"
"1445","SUICIDE","Mar. 01, 1990","1990"
"1446","AN ELDERLY MUSE","Mar. 04, 1990","1990"
"1447","HOLISTIC THINKING","Mar. 07, 1990","1990"
"1448","A SEASON OF REBIRTH","Mar. 11, 1990","1990"
"1449","LIFE AS FANTASY","Mar. 15, 1990","1990"
"1450","OUTSTANDING!?","Mar. 17, 1990","1990"
"1451","TECHNOLOGY, SPIRIT, AND ME","Mar. 19, 1990","1990"
"1452","THE BREATH OF LIFE","Mar. 22, 1990","1990"
"1453","SELF DEVELOPMENT","Mar. 25, 1990","1990"
"1454","“THOUGHTS ON TEACHING”","Mar. 27, 1990","1990"
"1455","MEDITATION","Mar. 29, 1990","1990"
"1456","REMEMBER YOUR FOCUS","Mar. 31, 1990","1990"
"1457","LOOK FOR BEAUTY","Apr. 01, 1990","1990"
"1458","DO YOU HAVE TIME?","Apr. 06, 1990","1990"
"1459","THE DAY OF PALMS","Apr. 08, 1990","1990"
"1460","THE ADDICTED SPIRIT","Apr. 10, 1990","1990"
"1461","“THE FRIDAY”","Apr. 13, 1990","1990"
"1462","EASTER MORN","Apr. 15, 1990","1990"
"1463","CHRISTMAS, EASTER, AND PENTECOST","Apr. 17, 1990","1990"
"1464","SPIRIT IN VISITING","Apr. 19, 1990","1990"
"1465","SOME MORE WORDS ON HOMOSEXUALITY","Apr. 22, 1990","1990"
"1466","BOTH / AND","Apr. 24, 1990","1990"
"1467","PENTECOST… LONELY","Apr. 26, 1990","1990"
"1468","WHY BIBLE STUDY?","Apr. 28, 1990","1990"
"1469","EXTRASENSORY KNOWING","Apr. 30, 1990","1990"
"1470","THE WIDOWS’S MITE","May. 02, 1990","1990"
"1471","EARLY MORNING SPIRIT","May. 04, 1990","1990"
"1472","AN OBVIOUS HOLINESS","May. 05, 1990","1990"
"1473","SYNOD SCHOOL:  EARLY MORN","May. 08, 1990","1990"
"1474","YOU FORGOT!","May. 11, 1990","1990"
"1475","AN ECOLOGICAL LOOK AT DRUGS","May. 13, 1990","1990"
"1476","ALCOHOL:  AN UPDATE","May. 15, 1990","1990"
"1477","IN THE MATTER OF BEING CALLED","May. 18, 1990","1990"
"1478","YOUR OWN PENTECOST","May. 20, 1990","1990"
"1479","CHRISTIAN CONSCIOUSNESS","May. 22, 1990","1990"
"1480","SOMEWHERE IN THE MIDDLE","May. 24, 1990","1990"
"1481","THE RATIONAL AND THE MYSTICAL","May. 27, 1990","1990"
"1482","OUTSIDE OF YORU EXPERIENCE","May. 29, 1990","1990"
"1483","OPPORTUNITIES AHEAD","May. 31, 1990","1990"
"1484","SOME HELP WITH A SMALL TASK","Jun. 02, 1990","1990"
"1485","PENTECOST… TODAY","Jun. 03, 1990","1990"
"1486","SPIRITUAL COMMUNITIES","Jun. 04, 1990","1990"
"1487","MY PERSPECTIVE ON TRAGEDIES","Jun. 05, 1990","1990"
"1488","SPIRIT IS THE ESSENCE…","Jun. 07, 1990","1990"
"1489","LIFE AS GIFT","Jun. 11, 1990","1990"
"1490","SPIRIT IN THE EARTH","Jun. 14, 1990","1990"
"1491","BEING YOURSELF","Jun. 15, 1990","1990"
"1492","BE STILL AND KNOW…","Jun. 17, 1990","1990"
"1493","WHY ARE YOU HERE?","Jun. 20, 1990","1990"
"1494","IT’S TIME FOR A RUMINATIONS","Jun. 23, 1990","1990"
"1495","PEACE","Jun. 24, 1990","1990"
"1496","EXPANDING CONSCIOUSNESS","Jun. 27, 1990","1990"
"1497","INSTITUTIONS THAT FAIL","Jun. 30, 1990","1990"
"1498","BEING PRESBYTERIAN","Jul. 04, 1990","1990"
"1499","HAVING BABIES","Jul. 06, 1990","1990"
"1500","THOU SHALT NOT KILL","Jul. 08, 1990","1990"
"1501","WAS JESUS CHRISTIAN?","Jul. 10, 1990","1990"
"1502","NEW LIFE","Jul. 12, 1990","1990"
"1503","GOD IS “GOOD”","Jul. 16, 1990","1990"
"1504","TIME FOR SCHOOL","Jul. 20, 1990","1990"
"1505","CHRISTIAN KARMA","Jul. 22, 1990","1990"
"1506","ME AND MY WORLD","Jul. 23, 1990","1990"
"1507","MANY PATHS TO/WITH ME","Jul. 24, 1990","1990"
"1508","ENLIGHTENMENT, AGAIN","Jul. 25, 1990","1990"
"1509","GOD IS… OF COURSE","Jul. 26, 1990","1990"
"1510","THE FINAL DAY","Jul. 27, 1990","1990"
"1511","THE ORGANIZED CHURCH","Jul. 29, 1990","1990"
"1512","ALAS!?  O WORLD OF MINE","Jul. 31, 1990","1990"
"1513","NON-ATTACHMENT, YET AGAIN","Aug. 02, 1990","1990"
"1514","SHOULD YOU BE SATISFIED?","Aug. 04, 1990","1990"
"1515","ONENESS AND DIVERSITY","Aug. 06, 1990","1990"
"1516","WHAT ABOUT THE UNIVERSE?","Aug. 08, 1990","1990"
"1517","NEW AGE?","Aug. 10, 1990","1990"
"1518","CHRISTIANS LOOKING OUT","Aug. 12, 1990","1990"
"1519","BIBLE TALES","Aug. 14, 1990","1990"
"1520","EZEKIEL’S STORY","Aug. 18, 1990","1990"
"1521","OIL","Aug. 20, 1990","1990"
"1522","JOY!","Aug. 23, 1990","1990"
"1523","BREATHING IN SPIRIT","Aug. 26, 1990","1990"
"1524","WHERE ARE WE… NOW?","Aug. 28, 1990","1990"
"1525","FORGIVENESS, YET AGAIN","Aug. 30, 1990","1990"
"1526","A FAMILY TIME","Sep. 04, 1990","1990"
"1527","LEARNING","Sep. 07, 1990","1990"
"1528","SUNDAY SERVICE","Sep. 09, 1990","1990"
"1529","SOME THOUGHTS ON GRIEF","Sep. 11, 1990","1990"
"1530","YOUR NEXT LETTER","Sep. 13, 1990","1990"
"1531","LDS","Sep. 15, 1990","1990"
"1532","YOU GIVE ME BUT MINE OWN","Sep. 17, 1990","1990"
"1533","NON-ATTACHMENT, AGAIN","Sep. 19, 1990","1990"
"1534","FEMALE SPIRIT","Sep. 21, 1990","1990"
"1535","THE SPIRIT LEADS","Sep. 23, 1990","1990"
"1536","COME ON, LORD!","Sep. 25, 1990","1990"
"1537","I REPEAT, YOU LEARN","Sep. 29, 1990","1990"
"1538","DESTROYING PEOPLE","Oct. 01, 1990","1990"
"1539","BEING A HEALTHY CHRISTIAN","Oct. 03, 1990","1990"
"1540","LOVE… YET AGAIN","Oct. 05, 1990","1990"
"1541","RAIN","Oct. 07, 1990","1990"
"1542","AN UPDATE ON SIN","Oct. 09, 1990","1990"
"1543","A BALANCE TO STABILITY","Oct. 12, 1990","1990"
"1544","CHALLENGING TIMES","Oct. 15, 1990","1990"
"1545","SPIRITUAL OPPORTUNITIES","Oct. 16, 1990","1990"
"1546","THREATS TO YOUTH","Oct. 17, 1990","1990"
"1547","SHARING","Oct. 19, 1990","1990"
"1548","PRIORITIES","Oct. 22, 1990","1990"
"1549","THE END OF ONE ADVENTURE…","Oct. 27, 1990","1990"
"1550","AN UPCOMING “TALK”","Oct. 30, 1990","1990"
"1551","LIVE LIFE FULLY","Nov. 01, 1990","1990"
"1552","LIFE ASSESSMENT","Nov. 03, 1990","1990"
"1553","NON-ATTACHMENT, AGAIN","Nov. 05, 1990","1990"
"1554","THE SUMMER SEASON","Nov. 08, 1990","1990"
"1555","SPIRITS IN THE EARTH","Nov. 10, 1990","1990"
"1556","“COULDN’T IT HAVE HAPPENED ANOTHER WAY?”","Nov. 11, 1990","1990"
"1557","AN UPDATE ON TIME","Nov. 13, 1990","1990"
"1558","JEWS AND CHRISTIANS","Nov. 16, 1990","1990"
"1559","WHEN THE BRAIN STOPS…","Nov. 17, 1990","1990"
"1560","PAIN AND SUFFERING","Nov. 19, 1990","1990"
"1561","INFLUENCES","Nov. 24, 1990","1990"
"1562","MY TRIUNE NATURE","Nov. 26, 1990","1990"
"1563","THE FARM","Nov. 29, 1990","1990"
"1564","PART OF THE CHRISTIAN STORY","Dec. 01, 1990","1990"
"1565","ANTICIPATION","Dec. 03, 1990","1990"
"1566","ATTACHMENT TO LIFE","Dec. 06, 1990","1990"
"1567","AN UPDATE ON HUMOR","Dec. 10, 1990","1990"
"1568","MIRTH… AND DEATH","Dec. 13, 1990","1990"
"1569","“FORKED TONGUE”","Dec. 15, 1990","1990"
"1570","THE HUMOR OF SCRIPTURE","Dec. 17, 1990","1990"
"1571","YOUR MIXED (UP) LIFE","Dec. 19, 1990","1990"
"1572","THE TASK AHEAD","Dec. 21, 1990","1990"
"1573","THE SEASON FOR GIVING","Dec. 24, 1990","1990"
"1574","… NO THOUGHT FOR THE MORROW…","Dec. 28, 1990","1990"
"1575","OFF ON AN ADVENTURE","Jan. 02, 1991","1991"
"1576","PRACTICAL THEOLOGY","Jan. 03, 1991","1991"
"1577","THE POWER OF AFFLUENCE","Jan. 05, 1991","1991"
"1578","A UNIQUE SABBATH","Jan. 06, 1991","1991"
"1579","PEOPLE’S POWER","Jan. 07, 1991","1991"
"1580","PAZ","Jan. 08, 1991","1991"
"1581","WAVES OF CHANGE","Jan. 10, 1991","1991"
"1582","SPIRIT IN A PEOPLE","Jan. 11, 1991","1991"
"1583","MY MYSTICAL BODY","Jan. 12, 1991","1991"
"1584","SING THE LORD’S SONG…","Jan. 13, 1991","1991"
"1585","THE OTHER SIDE","Jan. 14, 1991","1991"
"1586","TIME FOR REFLECTION","Jan. 16, 1991","1991"
"1587","MORE REFLECTIONS…","Jan. 17, 1991","1991"
"1588","TELLING A STORY","Jan. 21, 1991","1991"
"1589","PEACE IS SPIRITUAL","Jan. 23, 1991","1991"
"1590","WHEN ONE FEARS ANOTHER…","Jan. 25, 1991","1991"
"1591","A REPLY TO NANCY","Jan. 27, 1991","1991"
"1592","CONFUSION ABOUT GOALS","Jan. 30, 1991","1991"
"1593","A THEOLOGY OF REVOLUTION","Feb. 01, 1991","1991"
"1594","SPIRIT AND ME","Feb. 02, 1991","1991"
"1595","YOU CAN COME BACK","Feb. 04, 1991","1991"
"1596","URGENCY","Feb. 06, 1991","1991"
"1597","GRACE IS THE PRIORITY","Feb. 08, 1991","1991"
"1598","TWO CHRISTIAN EXPERIENCES","Feb. 09, 1991","1991"
"1599","HUMOR AND MY WORLD","Feb. 13, 1991","1991"
"1600","SHOULD YOU SMILE AT WAR?","Feb. 16, 1991","1991"
"1601","FUTURE TALK","Feb. 18, 1991","1991"
"1602","MY INVOLVEMENT IN LIFE","Feb. 20, 1991","1991"
"1603","THOU SHALT NOT KILL","Feb. 22, 1991","1991"
"1604","HELP WITH A SERMON","Feb. 24, 1991","1991"
"1605","A PRESBYTERIAN","Feb. 26, 1991","1991"
"1606","RELAX… AND… PREACH","Mar. 01, 1991","1991"
"1607","REPRISE ON A SERMON","Mar. 05, 1991","1991"
"1608","SOME FURTHER THOUGHTS ON CUBA","Mar. 07, 1991","1991"
"1609","HUMOR AND TRAGEDY","Mar. 09, 1991","1991"
"1610","A SPECIAL MEDITATION","Mar. 11, 1991","1991"
"1611","WAS DEATH THE “EASY WAY”?","Mar. 17, 1991","1991"
"1612","TWO NOVELS, REVISITED","Mar. 19, 1991","1991"
"1613","SPRING IS HERE!","Mar. 21, 1991","1991"
"1614","PALM SUNDAY, REVISITED","Mar. 24, 1991","1991"
"1615","THE STORY:  LONG AND SHORT","Mar. 26, 1991","1991"
"1616","AN EASTER MUSE","Mar. 31, 1991","1991"
"1617","CONVERSION","Apr. 01, 1991","1991"
"1618","AFFLUENCE AS CHALLENGE","Apr. 02, 1991","1991"
"1619","SPIRIT AND MORALS","Apr. 04, 1991","1991"
"1620","SPIRITUAL STORIES, ANEW","Apr. 07, 1991","1991"
"1621","THE SPIRITUAL…","Apr. 10, 1991","1991"
"1622","NOW!","Apr. 12, 1991","1991"
"1623","WHY DO I CHOOSE?","Apr. 14, 1991","1991"
"1624","FORMS OF SERVICE","Apr. 18, 1991","1991"
"1625","THE LORD’S LAUGHTER","Apr. 19, 1991","1991"
"1626","INTO OLD AGE","Apr. 20, 1991","1991"
"1627","A VISIT","Apr. 25, 1991","1991"
"1628","AN UPDATE ON LIFE… AND DEATH","Apr. 27, 1991","1991"
"1629","ORDINARY… AND CHOSEN","Apr. 29, 1991","1991"
"1630","OTHER PATHS","May. 02, 1991","1991"
"1631","A SAD TALE","May. 04, 1991","1991"
"1632","MY NEEDS / YOUR NEEDS","May. 08, 1991","1991"
"1633","JUST COME…","May. 10, 1991","1991"
"1634","TWELVE YEARS","May. 11, 1991","1991"
"1635","HOME AGAIN","May. 17, 1991","1991"
"1636","WHAT’S THE BEST BALANCE?","May. 19, 1991","1991"
"1637","THE POWER OF THE HOLY SPIRIT","May. 21, 1991","1991"
"1638","SCRIPTURE AND MODERN LIFE","May. 24, 1991","1991"
"1639","SENIOR CITIZEN","May. 27, 1991","1991"
"1640","OVER THE RAINBOW","May. 29, 1991","1991"
"1641","A CHRISTIAN EXAMPLE","Jun. 02, 1991","1991"
"1642","LISTEN FOR THE WORD…","Jun. 04, 1991","1991"
"1643","OUT OF THE PAST","Jun. 07, 1991","1991"
"1644","TIME FOR BEING","Jun. 09, 1991","1991"
"1645","A TIME OF SICKNESS","Jun. 13, 1991","1991"
"1646","A JOUST WITH PAIN","Jun. 15, 1991","1991"
"1647","A UNIQUE, UPCOMING EXPERIENCE","Jun. 16, 1991","1991"
"1648","PLEASURE AND PAIN","Jun. 18, 1991","1991"
"1649","LOOKING CLOSELY","Jun. 19, 1991","1991"
"1650","REFLECTIONS ON A “FIRST”","Jun. 22, 1991","1991"
"1651","PAIN IN THE MORNING","Jun. 27, 1991","1991"
"1652","DON’T RUSH","Jun. 29, 1991","1991"
"1653","THE HANDS… AND PAIN","Jul. 02, 1991","1991"
"1654","SUICIDE, AGAIN","Jul. 04, 1991","1991"
"1655","CONVERSION","Jul. 07, 1991","1991"
"1656","CHILDREN OF GOD","Jul. 09, 1991","1991"
"1657","TAKING STOCK","Jul. 13, 1991","1991"
"1658","HUMAN/SPIRITUAL INTERACTING…","Jul. 14, 1991","1991"
"1659","VARIATIONS ON A THEME","Jul. 15, 1991","1991"
"1660","SPIRIT AND ENVIRONMENT","Jul. 16, 1991","1991"
"1661","SPIRIT AND MY EARTH","Jul. 18, 1991","1991"
"1662","CONVERSION, II","Jul. 19, 1991","1991"
"1663","A “DAY OF DAYS”","Jul. 22, 1991","1991"
"1664","HAIL THE MISHMASH!","Jul. 23, 1991","1991"
"1665","A RANGE OF AGES","Jul. 24, 1991","1991"
"1666","AM I PLEASED?","Jul. 25, 1991","1991"
"1667","REFLECTIONS","Jul. 26, 1991","1991"
"1668","SOCIAL ACTION","Jul. 28, 1991","1991"
"1669","TEACHINGS… AND REALITY","Jul. 31, 1991","1991"
"1670","REACTING TO A GIFT","Aug. 02, 1991","1991"
"1671","THE PLACE OF MIRACLES","Aug. 04, 1991","1991"
"1672","WHAT TIME IS IT NOW?","Aug. 07, 1991","1991"
"1673","AFTER DEATH","Aug. 09, 1991","1991"
"1674","AFTER DEATH, II","Aug. 11, 1991","1991"
"1675","HOLY LAUGHTER","Aug. 14, 1991","1991"
"1676","FUN… WITH SPIRIT","Aug. 16, 1991","1991"
"1677","TRANSITION","Aug. 17, 1991","1991"
"1678","SPIRIT IN HUMAN ACTIVITY","Aug. 21, 1991","1991"
"1679","SUCCESS","Aug. 23, 1991","1991"
"1680","ON A QUIET SUNDAY MORNING","Aug. 25, 1991","1991"
"1681","ACCEPTANCE OF ADVERSITY","Aug. 28, 1991","1991"
"1682","A NEW SEASON APPROACHETH","Aug. 30, 1991","1991"
"1683","TODAY’S NEWS","Sep. 02, 1991","1991"
"1684","THE REALITY OF SPIRIT","Sep. 07, 1991","1991"
"1685","A MUSE ON VARIETY","Sep. 09, 1991","1991"
"1686","VARIETY AND HUMOR","Sep. 13, 1991","1991"
"1687","A TIME TO BE THANKFUL","Sep. 19, 1991","1991"
"1688","COMMUNISM","Sep. 23, 1991","1991"
"1689","A HEALTHY EARTH?","Sep. 25, 1991","1991"
"1690","VARIETY IN FUNDAMENTALISM","Sep. 27, 1991","1991"
"1691","A CLASH OF INTERPRETATIONS","Sep. 29, 1991","1991"
"1692","BE AWARE OF LIFE","Oct. 02, 1991","1991"
"1693","SPIRIT IS LIFE","Oct. 05, 1991","1991"
"1694","HOLY COMMUNION","Oct. 06, 1991","1991"
"1695","LIFE’S MANY REALITIES","Oct. 07, 1991","1991"
"1696","INVISIBLE PEOPLE","Oct. 10, 1991","1991"
"1697","KIDS, LIFE, AND DEATH","Oct. 12, 1991","1991"
"1698","WHAT IS HEALTH, ANYWAY?","Oct. 15, 1991","1991"
"1699","ETHICS, MORALITY, AND ME","Oct. 18, 1991","1991"
"1700","PROPHESIES AND TEACHINGS","Oct. 24, 1991","1991"
"1701","ECONOMICS… AND ME","Oct. 26, 1991","1991"
"1702","EDUCTION:  THE PROBLEM IS…","Oct. 28, 1991","1991"
"1703","FAITHFULNESS","Oct. 31, 1991","1991"
"1704","THE PERSPECTIVES","Nov. 03, 1991","1991"
"1705","MY CREATION IS VAST","Nov. 05, 1991","1991"
"1706","THE WORD IS LOVE","Nov. 09, 1991","1991"
"1707","PAIN, YET AGAIN","Nov. 13, 1991","1991"
"1708","TIME FOR A TEACHING","Nov. 16, 1991","1991"
"1709","SOME REFLECTIONS ON JAMES","Nov. 21, 1991","1991"
"1710","GIVING THANKS","Nov. 24, 1991","1991"
"1711","PRAYERS FOR HEALING","Nov. 27, 1991","1991"
"1712","THERE IS A WAY…","Nov. 29, 1991","1991"
"1713","SPIRIT = REALITY","Dec. 04, 1991","1991"
"1714","ENJOY THIS SEASON","Dec. 06, 1991","1991"
"1715","TWO REMEMBRANCES","Dec. 07, 1991","1991"
"1716","AN ACTIVE DAY AHEAD","Dec. 08, 1991","1991"
"1717","A DAY TO REMEMBER","Dec. 09, 1991","1991"
"1718","A GIFT… THE GIFT","Dec. 12, 1991","1991"
"1719","TRUTH… AND SCRIPTURE","Dec. 14, 1991","1991"
"1720","EASY DOES IT!","Dec. 18, 1991","1991"
"1721","FAMILY LIFE","Dec. 21, 1991","1991"
"1722","PETE AND PEARL","Dec. 23, 1991","1991"
"1723","CHRISTMAS… PAST?","Dec. 26, 1991","1991"
"1724","A NEW YEAR’S GREETING","Jan. 02, 1992","1992"
"1725","GRAY TIMES","Jan. 04, 1992","1992"
"1726","I CHOSE DAVID","Jan. 06, 1992","1992"
"1727","ANOTHER DAY TO REMEMBER","Jan. 08, 1992","1992"
"1728","GETTING THE MOST OUT OF LIFE","Jan. 10, 1992","1992"
"1729","THE WINTER SEASON","Jan. 11, 1992","1992"
"1730","ANOTHER LOOK AT DAVID","Jan. 14, 1992","1992"
"1731","A FRIENDLY CONTROVERSY","Jan. 16, 1992","1992"
"1732","ANOTHER SCRIPTURAL ASSIGNMENT","Jan. 18, 1992","1992"
"1733","PAUL’S JOURNEY FOR ME","Jan. 20, 1992","1992"
"1734","ELECTED TO SUFFERING?","Jan. 23, 1992","1992"
"1735","BEAUTY IS HOLY","Jan. 25, 1992","1992"
"1736","THREE FOCI FOR LEARNING","Jan. 26, 1992","1992"
"1737","LIFE ASSESSMENT","Jan. 30, 1992","1992"
"1738","EULOGY FOR A WARRIOR","Feb. 01, 1992","1992"
"1739","POPULATION, THE EARTH, AND ME","Feb. 04, 1992","1992"
"1740","YOU THINK YOU’RE BUSY… !","Feb. 07, 1992","1992"
"1741","WORSHIP SERVICES","Feb. 08, 1992","1992"
"1742","SOME THOUGHTS ON SEXUALITY","Feb. 10, 1992","1992"
"1743","BLOWIN’ IN THE WIND","Feb. 13, 1992","1992"
"1744","WHAT SHOULD YOU READ?","Feb. 16, 1992","1992"
"1745","SUBMISSION","Feb. 19, 1992","1992"
"1746","PENTECOST, YET AGAIN","Feb. 20, 1992","1992"
"1747","A SEXUALITY ASSIGNMENT","Feb. 23, 1992","1992"
"1748","KEEP IT POSITIVE!","Feb. 26, 1992","1992"
"1749","SCRIPTURE, YET AGAIN","Feb. 27, 1992","1992"
"1750","BE YOURSELF","Feb. 29, 1992","1992"
"1751","MEDICAL CARE","Mar. 03, 1992","1992"
"1752","SOME THOUGHTS ON SUFFERING","Mar. 04, 1992","1992"
"1753","A TIME CALLED LENT","Mar. 06, 1992","1992"
"1754","THE MISSION “EFFORT”","Mar. 08, 1992","1992"
"1755","LIFE AND DEATH","Mar. 11, 1992","1992"
"1756","FRESH BREEZES FROM ME","Mar. 12, 1992","1992"
"1757","“SOULISTIC” HEALTH","Mar. 14, 1992","1992"
"1758","LIFE IS NOT “PROBLEMS TO SOLVE…”","Mar. 16, 1992","1992"
"1759","BASIC PHILOSOPHY","Mar. 21, 1992","1992"
"1760","SABBATH MUSINGS","Mar. 22, 1992","1992"
"1761","A SERVANT?","Mar. 25, 1992","1992"
"1762","THE HARD WAY","Mar. 27, 1992","1992"
"1763","MY WAYS ARE AS THE SANDS…","Mar. 29, 1992","1992"
"1764","TESTIMONIES","Apr. 01, 1992","1992"
"1765","THE POWER OF LOVE","Apr. 03, 1992","1992"
"1766","SOME MORE ON LOVE","Apr. 05, 1992","1992"
"1767","DISCIPLESHIP","Apr. 08, 1992","1992"
"1768","DISCIPLESHIP II","Apr. 10, 1992","1992"
"1769","CELEBRATION!","Apr. 12, 1992","1992"
"1770","LISTEN TO THE SPIRIT","Apr. 15, 1992","1992"
"1771","THE END OF AN EARTH LIFE","Apr. 17, 1992","1992"
"1772","THE EASTER PROMISE","Apr. 19, 1992","1992"
"1773","A DEFENSE OF ME","Apr. 20, 1992","1992"
"1774","REVELATIONS","Apr. 22, 1992","1992"
"1775","RELIGION AND HEALTH CARE","Apr. 25, 1992","1992"
"1776","MORE ON HEALTH CARE AND RELIGION","Apr. 26, 1992","1992"
"1777","WHAT IS WELLNESS?","May. 01, 1992","1992"
"1778","JUSTICE AND MERCY","May. 02, 1992","1992"
"1779","JOSHUA AND MEDICAL CARE","May. 03, 1992","1992"
"1780","THE EXPERIENCE OF HEALTH","May. 04, 1992","1992"
"1781","REALITY AND THE MYSTICAL","May. 07, 1992","1992"
"1782","WHILE ON THE BANKS… AGAIN","May. 08, 1992","1992"
"1783","AGING GRACEFULLY","May. 10, 1992","1992"
"1784","HAPPINESS","May. 12, 1992","1992"
"1785","YOU HEARD ME RIGHT…","May. 13, 1992","1992"
"1786","TIME, YET AGAIN","May. 15, 1992","1992"
"1787","THAT SABBATH COMMANDMENT","May. 17, 1992","1992"
"1788","AN ALMOST ANNIVERSARY","May. 19, 1992","1992"
"1789","THE VALUE OF EDUCATION","May. 21, 1992","1992"
"1790","CHRISTIAN EDUCATING","May. 23, 1992","1992"
"1791","CHRISTIAN EDUCATING, II","May. 25, 1992","1992"
"1792","SIMPLE LIFE","May. 28, 1992","1992"
"1793","HEALING","May. 30, 1992","1992"
"1794","ABORTION, YET AGAIN","Jun. 01, 1992","1992"
"1795","SINFUL…","Jun. 04, 1992","1992"
"1796","AH, PENTECOST, II","Jun. 06, 1992","1992"
"1797","A BIT OF BALANCE","Jun. 09, 1992","1992"
